location,area,price,price_currency,status,new/resale,price_negotiable,description,security_deposit,facing,furnished,age of property,Lift(s),Full Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens,locality_score,Car Parking,city,property_type,price_per_sqft,amenity_count
Tungarli,4000.0,32000000.0,INR,0.0,1.0,0.0,"Looking for a 4 BHK Villa for sale in Lonavala? Your search ends here. Buy this 4 BHK property in Lonavala's finest location, Tungarli. This Villa is available at a reasonable price of Rs 3.2 Cr. The built up area of this property is 4000 Square feet. There are 4 bedrooms and 4 bathroom. The Villa has lift facility. It is a thoroughly safe premise with cctv facility. Other facilities include amenities like Gym, Garden, Sports Facility, Swimming Pool, Clubhouse, Community Hall. Regular water supply is available. It is also equipped with a dedicated kids area. This is a gated community. There are a number of reputed schools in the vicinity such as Gurukul Primary School, Don Bosco Higher Secondary school, and Don Bosco High School and Junior College. Medical facility is also close at hand with names like jyotiba clinic, Shree Wamanrao D. Gujar, and DR.GIRI HOSPITAL",1.0,Unknown,0.0,0,1,0,0,1,1,1,1,1,0,0,9.1,0.0,Pune,Villa,8000.0,6
Pimple Saudagar,1800.0,15500001.0,INR,Unknown,0.0,0.0,"It’s a 2 bhk villa situated in Siddhivinayak Groups Shubhashree Wood, Pimple Saudagar. Furnishings include 1 tv, 1 refrigerator, 1 sofa, 1 sofa, 1 washing machine, 1 microwave, 1 dining table, 1 gas connection, 1 ac and 1 bed. It is east facing property. It is made in way to provide a comfortable living for the residents. It is well connected to the city areas. ",1.0,East,1.0,10,1,1,1,1,1,1,1,1,1,0,9.1,1.0,Pune,Villa,8611.11,9
Pimple Saudagar,1800.0,15600000.0,INR,Unknown,0.0,0.0,"The house is furnished. It is a 10 year old ready-to-move-in property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. If you are interested, please contact us for more details. ",1.0,East,1.0,10,1,1,1,1,1,1,1,1,1,0,9.1,1.0,Pune,Villa,8666.67,9
Pimple Saudagar,1800.0,15400000.0,INR,Unknown,0.0,0.0,"A 2 bhk property is available for sale in Siddhivinayak Groups Shubhashree Wood, Pimple Saudagar, Pune. It has a salable area of 1800 sqft and is available at a price of Rs. 8,555 per sqft. It is a furnished property. Furnishings include 1 tv, 1 refrigerator, 1 sofa, 1 sofa, 1 washing machine, 1 microwave, 1 dining table, 1 gas connection, 1 ac and 1 bed. It is facing east direction. This residential property is ready-to-move-in. It is situated in the proximity of all the important facilities. ",1.0,East,1.0,10,1,1,1,1,1,1,1,1,1,0,9.1,1.0,Pune,Villa,8555.56,9
Pimple Saudagar,1800.0,15500000.0,INR,Unknown,0.0,0.0,"It has a built-up area of 1800 sqft and is priced at Rs. 1.55 cr . Furnishings include 1 tv, 1 refrigerator, 1 sofa, 1 sofa, 1 washing machine, 1 microwave, 1 dining table, 1 gas connection, 1 ac and 1 bed. It is facing east direction. It is made in way to provide a comfortable living for the residents. It is well connected to the city areas. ",1.0,East,1.0,10,1,1,1,1,1,1,1,1,1,0,9.1,1.0,Pune,Villa,8611.11,9
Undri,3100.0,27500000.0,INR,Unknown,0.0,0.0,"It has a salable area of 3100 sqft and is available at a price of Rs. 8,870 per sqft. Its main door is facing east direction. It is a 12 year old ready-to-move-in property. It is made in way to provide a comfortable living. The site is in close proximity to various civic utilities. ",1.0,East,0.0,12,1,1,1,1,1,1,1,1,1,0,8.3,1.0,Pune,Villa,8870.97,9
Aundh,6500.0,60000000.0,INR,Unknown,0.0,0.0,"Property for sale in Aundh, Pune. This 7 BHK Villa is located in Pune's most promising location. This Villa is a spacious unit, with carpet area of 5500 Square feet and is ideal for families. The built-up area is 6500 Square feet. The property has 7 bedrooms and 9 bathroom. This unit enjoys a good view and is a East facing property. This residential building in Aundh, Pune has lift facility. There is dedicated space for sports amenities such as sports facility. Kids too have access to a kids area. Other amenities include Gym, Garden, Sports Facility, Swimming Pool, Intercom, Clubhouse, Community Hall. This property also enjoys power backup facility. Regular water supply is available. This is a gated community. This Villa is strategically located within close distance of famous healthcare centres such as Saishree Hospital - Orthopedic Hospital in Pune | Joints replacement surgery in Pune, Shashwat Hospital, Aundh, and Kotbagi Hospital. Schools like Kidzee School & Day Care Center, DAV Public School, and Door Step School are also nearby",1.0,East,1.0,0,1,1,0,1,1,1,1,1,0,0,9.7,0.0,Pune,Villa,9230.77,7
Wakad,3400.0,43000000.0,INR,Unknown,0.0,0.0,"Well designed 5 bhk villa is available at a prime location in Kolte Patil Developers Pink City. It has a built-up area of 3400 sqft and is priced at Rs. 4.30 cr . It has 1 tv, 1 refrigerator, 1 sofa and 1 sofa. It also has 1 washing machine, 1 microwave, 1 dining table, 1 gas connection, 1 ac and 1 bed. Its main door is facing east direction. This residential property is ready-to-move-in. It is made in way to provide a comfortable living. It is well connected to the city areas. ",1.0,East,1.0,17,1,1,1,1,1,1,1,1,0,0,9.4,1.0,Pune,Villa,12647.06,8
Undri,2500.0,16900000.0,INR,Unknown,0.0,0.0,Well designed 3 bhk villa is available at a prime location in Kolte Patil Developers Elburz Hills Dales. It has an area of 2500 sqft with a carpet area of 2050 sqft . The property is available at a price of Rs. 1.69 cr . The house is semi-furnished. It is facing east direction. This residential property is ready-to-move-in. It is made in way to provide a comfortable living. ,1.0,East,0.0,12,1,1,1,1,1,1,1,1,1,0,8.3,1.0,Pune,Villa,6760.0,9
Dhayari,3765.0,37500000.0,INR,Unknown,0.0,0.0,"It’s a 4 bhk villa situated in Mittal Group Sun Universe Villa, Dhayari, Pune. It has an area of 3765 sqft with a carpet area of 2236 sqft . The property is available at a price of Rs. 3.75 cr . It is a semi-furnished property. This residential property is ready-to-move-in. The society is well connected by different modes of transportation. ",1.0,West,0.0,7,0,1,1,1,1,1,1,1,1,0,8.2,0.0,Pune,Villa,9960.16,8
Ambegaon Budruk,3100.0,22500000.0,INR,1.0,0.0,0.0,"A 3 bhk property is available for sale in Ambegaon Budruk, Pune. It has a built-up area of 3100 sqft and is priced at Rs. 2.25 cr . It is a furnished property. This residential property is ready-to-move-in. It is made in way to provide a comfortable living for the residents. It is situated in the proximity of all the important facilities. Contact us for more details. ",1.0,Unknown,1.0,0,0,0,0,0,0,0,0,0,0,0,8.1,0.0,Pune,Villa,7258.06,0
Mohammed Wadi,4000.0,21500000.0,INR,Unknown,0.0,0.0,"A 4 bhk property is available for sale in Sai Niwas, Mohammed wadi, Pune. It has a salable area of 4000 sqft and is available at a price of Rs. 5,375 per sqft. It is a semi-furnished property. It is facing east direction. It is made in way to provide a comfortable living for the residents. If you are interested, please contact us for more details. ",1.0,East,0.0,2,0,1,0,1,1,0,0,0,0,0,9.1,0.0,Pune,Villa,5375.0,3
Mohammed Wadi,2800.0,20800000.0,INR,Unknown,0.0,0.0,"It has an area of 2800 sqft with a carpet area of 2100 sqft . The property is available at a price of Rs. 2.08 cr . Furnishings include 1 sofa, 1 sofa, 1 gas connection and 1 ac. It is a 5 year old ready-to-move-in property. It is made in way to provide a comfortable living. The site is in close proximity to various civic utilities. ",1.0,East,0.0,4,1,1,0,1,1,1,1,1,0,0,9.1,0.0,Pune,Villa,7428.57,7
Wanowrie,3000.0,31500000.0,INR,Unknown,0.0,0.0,It has an area of 3000 sqft with a carpet area of 2200 sqft . The property is available at a price of Rs. 3.15 cr . It is an unfurnished property. It is facing east direction. This residential property is ready-to-move-in. It is made in way to provide a comfortable living for the residents. It is situated in the proximity of all the important facilities. Kindly call us for details. ,1.0,East,0.0,12,1,1,1,1,1,1,1,1,1,0,8.8,1.0,Pune,Villa,10500.0,9
Nibm Annex Mohammadwadi,2000.0,14000000.0,INR,Unknown,0.0,0.0,"This spacious 3 bhk villa is available for sale and is located in Nyati Group Victoria, one of the most prestigious projects of NIBM Annex Mohammadwadi. It has a salable area of 2000 sqft and is available at a price of Rs. 7,000 per sqft. The house is unfurnished. It is facing east direction. It is made in way to provide a comfortable living. It is well connected to the city areas. Contact us for more details. ",1.0,East,0.0,13,1,1,1,1,1,1,1,0,1,0,9.1,1.0,Pune,Villa,7000.0,8
Hinjewadi,2550.0,22000000.0,INR,Unknown,0.0,0.0,"A 3 bhk property is available for sale in Kolte Patil Developers Life Republic Sector R2 2nd Avenue, Hinjewadi, Pune. It is a semi-furnished property. It is facing east direction. It is made in way to provide a comfortable living. The site is in close proximity to various civic utilities. Please contact for more details. ",1.0,East,0.0,2,0,1,0,1,1,1,1,1,0,0,8.0,0.0,Pune,Villa,8627.45,6
Kothrud,4221.0,35000000.0,INR,1.0,0.0,0.0,"A spacious 4 bhk villa is available for sale in Kothrud, Pune. The house is unfurnished. It is made in way to provide a comfortable living. It is well connected to the city areas. Kindly call us for details. ",1.0,East,0.0,0,0,0,0,1,1,0,0,0,0,0,9.2,0.0,Pune,Villa,8291.87,2
Kothrud,3600.0,28000000.0,INR,Unknown,0.0,0.0,"It’s a 3 bhk villa situated in Kothrud. It has a salable area of 3600 sqft and is available at a price of Rs. 7,777 per sqft. The house is semi-furnished. It is east facing property. It is a ready-to-move-in property. It is made in way to provide a comfortable living. The society is well connected by different modes of transportation. If you are interested, please contact us for more details. ",1.0,East,0.0,0,0,0,0,0,0,0,0,0,0,0,9.2,0.0,Pune,Villa,7777.78,0
Karve Nagar,3000.0,56000000.0,INR,Unknown,0.0,0.0,It is an unfurnished property. It is west facing property. This residential property is ready-to-move-in. It is made in way to provide a comfortable living. Contact us for more details. ,1.0,West,0.0,0,0,0,0,1,1,0,0,0,0,0,9.0,0.0,Pune,Villa,18666.67,2
Sadashiv Peth,3000.0,50000000.0,INR,1.0,0.0,0.0,It’s a 5 bhk villa situated in Sadashiv Peth. It has a built-up area of 3000 sqft and is priced at Rs. 5.00 cr . It is facing east direction. It is made in way to provide a comfortable living for the residents. The site is in close proximity to various civic utilities. Kindly call us for details. ,1.0,East,1.0,0,0,0,0,0,0,0,0,0,0,0,9.6,0.0,Pune,Villa,16666.67,0
Karve Nagar,3000.0,38000000.0,INR,Unknown,0.0,0.0,"A spacious 4 bhk villa is available for sale in Karve Nagar, Pune. It has a built-up area of 3000 sqft and is priced at Rs. 3.80 cr . It is a semi-furnished property. Its main door is facing north direction. It is a ready-to-move-in property. If you are interested, please contact us for more details. ",1.0,North,0.0,0,0,1,0,0,0,0,1,0,0,0,9.0,0.0,Pune,Villa,12666.67,2
Karve Nagar,3000.0,28000000.0,INR,Unknown,0.0,0.0,"This spacious 4 bhk villa is available for sale and is located in the heart of Karve Nagar. It has a salable area of 3000 sqft and is available at a price of Rs. 9,333 per sqft. It is a semi-furnished property. Its main door is facing north direction. It is a ready-to-move-in property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Kindly call us for details. ",1.0,North,0.0,0,0,0,0,0,0,0,0,0,0,0,9.0,0.0,Pune,Villa,9333.33,0
Nibm Annex Mohammadwadi,3400.0,26000000.0,INR,Unknown,0.0,0.0,"It has a salable area of 3400 sqft and is available at a price of Rs. 7,647 per sqft. It has cctv. Other amenities include intercom, swimming pool, gymnasium and club house. It is a 15 year old ready-to-move-in property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. Please contact us for more details. ",1.0,East,1.0,15,0,1,1,1,1,1,1,0,1,1,9.1,1.0,Pune,Villa,7647.06,8
Mohammed Wadi,4500.0,31500000.0,INR,1.0,0.0,0.0,"It has a salable area of 4500 sqft and is available at a price of Rs. 7,000 per sqft. It is a furnished property. Furnishings include 1 tv, 1 refrigerator, 1 sofa, 1 sofa, 1 washing machine, 1 microwave, 1 dining table, 1 gas connection, 1 ac and 1 bed. It is facing east direction. It is a 5 year old ready-to-move-in property. It is made in way to provide a comfortable living. It is well connected to the city areas. ",1.0,East,1.0,4,1,1,0,1,1,1,1,1,0,0,9.1,0.0,Pune,Villa,7000.0,7
Baner,2700.0,27500000.0,INR,Unknown,0.0,0.0,"A 4 bhk property is available for sale in Baner, Pune. It has 1 tv, 1 refrigerator, 1 sofa and 1 sofa. It also has 1 washing machine, 1 microwave, 1 dining table, 1 ac and 1 bed. This residential property is ready-to-move-in. It is made in way to provide a comfortable living. The site is in close proximity to various civic utilities. Contact us for more details. ",1.0,East,1.0,0,0,1,0,0,0,0,0,0,0,0,9.1,0.0,Pune,Villa,10185.19,1
Karve Nagar,5000.0,55000000.0,INR,1.0,0.0,0.0,"It’s a 4 bhk villa situated in Makwana Shah Sahawas Society, Karve Nagar. It has an area of 5000 sqft . The property is available at a price of Rs. 5.50 cr . The house is furnished. This residential property is ready-to-move-in. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Kindly call us for details. ",1.0,Unknown,1.0,29,0,1,0,0,0,0,0,0,0,0,9.0,1.0,Pune,Villa,11000.0,1
Baner,2300.0,30600000.0,INR,Unknown,1.0,0.0,"A spacious 3 bhk villa is available for sale in Baner, Pune. It has an area of 2300 sqft with a carpet area of 2160 sqft . The property is available at a price of Rs. 3.06 cr . It is a semi-furnished property. Its main door is facing east direction. This residential property is ready-to-move-in. It is made in way to provide a comfortable living for the residents. It is situated in the proximity of all the important facilities. ",1.0,East,0.0,0,1,1,0,1,1,1,1,1,0,0,9.1,0.0,Pune,Villa,13304.35,7
Nibm Annex Mohammadwadi,3400.0,25500000.0,INR,Unknown,0.0,0.0,"A spacious 4 bhk villa is available for sale in Nyati Group Victoria, NIBM Annex Mohammadwadi, Pune. It has a salable area of 3400 sqft and is available at a price of Rs. 7,500 per sqft. It is an unfurnished property. It is an under-construction property . Please contact us for more details. ",1.0,Unknown,0.0,0,0,0,1,1,1,1,0,0,1,0,9.1,1.0,Pune,Villa,7500.0,5
Wanowrie,2750.0,18500000.0,INR,Unknown,0.0,0.0,"Well designed 3 bhk villa is available at a prime location in BK Jhala and Associates Kapil Woodrow Estate. It is east facing property. This residential property is ready-to-move-in. The site is in close proximity to various civic utilities. If you are interested, please contact us for more details. ",1.0,East,1.0,10,1,1,0,1,1,1,1,1,0,0,8.8,0.0,Pune,Villa,6727.27,7
Wanowrie,3000.0,26000000.0,INR,Unknown,0.0,0.0,"A 3 bhk property is available for sale in Suma Shilp Padma Vilas Enclave, Wanowrie, Pune. It has an area of 3000 sqft with a carpet area of 2300 sqft . The property is available at a price of Rs. 2.60 cr . It is a semi-furnished property. Its main door is facing east direction. It is a ready-to-move-in property. It is made in way to provide a comfortable living for the residents. It is situated in the proximity of all the important facilities. Please contact for more details. ",1.0,East,0.0,0,1,1,1,1,1,1,1,1,1,0,8.8,0.0,Pune,Villa,8666.67,9
Kothrud,1800.0,26000000.0,INR,Unknown,0.0,0.0,"It’s a 3 bhk villa situated in Kothrud. It has an area of 1800 sqft with a carpet area of 1200 sqft . The property is available at a price of Rs. 2.60 cr . Furnishings include 1 tv, 1 refrigerator, 1 sofa, 1 sofa, 1 washing machine, 1 microwave, 1 dining table, 1 gas connection, 1 ac and 1 bed. This residential property is ready-to-move-in. It is made in way to provide a comfortable living. The site is in close proximity to various civic utilities. Contact us for more details. ",1.0,East,0.0,0,1,1,0,1,1,1,1,1,0,0,9.2,0.0,Pune,Villa,14444.44,7
Mohammed Wadi,2800.0,21000000.0,INR,Unknown,0.0,0.0,"A 3 bhk property is available for sale in Mohammed wadi, Pune. It has an area of 2800 sqft with a carpet area of 2200 sqft . The property is available at a price of Rs. 2.10 cr . The house is furnished. It has 1 sofa, 1 sofa, 1 dining table and 1 gas connection. It also has 1 ac and 1 bed. It is east facing property. It is a 5 year old ready-to-move-in property. It is made in way to provide a comfortable living for the residents. The society is well connected by different modes of transportation. If you are interested, please contact us for more details. ",1.0,East,1.0,4,1,1,0,1,1,1,1,1,0,0,9.1,0.0,Pune,Villa,7500.0,7
Wagholi,937.0,9800000.0,INR,0.0,1.0,0.0,"This spacious 2 bhk villa is available for sale and is located in Gera Developments Planet Of Joy, one of the most prestigious projects of Wagholi. It is an unfurnished property. This residential complex is under-construction as of now. The expected completion date is 31/12/2025. It is made in way to provide a comfortable living for the residents. It is situated in the proximity of all the important facilities. ",1.0,Unknown,0.0,0,1,0,0,1,1,0,0,0,0,0,8.0,0.0,Pune,Villa,10458.91,3
Wagholi,937.0,9800000.0,INR,0.0,1.0,0.0,"Well designed 2 bhk villa is available at a prime location in Gera Developments Planet Of Joy. It is an unfurnished property. It has community buildings as well as meter room. The project also has treatment and disposal of sewage and sullage water :, street lighting, solid waste management and disposal, open parking, footpaths/pedestrian, entrance lobby, reflexology park and water conservation, rain water harvesting. It is an under-construction property and is expected to get completed by 31/12/2025. It is made in way to provide a comfortable living. It is well connected to the city areas. Please contact for more details. ",1.0,Unknown,0.0,0,1,0,0,1,1,0,0,0,0,0,8.0,0.0,Pune,Villa,10458.91,3
Wagholi,937.0,9800000.0,INR,0.0,1.0,0.0,"It’s a 2 bhk villa situated in Gera Developments Planet Of Joy, Wagholi, Pune. It has a built-up area of 937 sqft and is priced at Rs. 98.00 lac . It is an unfurnished property. It has energy management as well as children's play area. The project also has water conservation, rain water harvesting, lift(s), fire sprinklers, landscape garden and tree planting, solid waste management and disposal, entrance lobby, sewerage (chamber, lines, septic tank , stp) : and footpaths/pedestrian. This residential complex is under-construction as of now. The expected completion date is 31/12/2025. It is made in way to provide a comfortable living. The site is in close proximity to various civic utilities. Please contact for more details. ",1.0,Unknown,0.0,0,1,0,0,1,1,0,0,0,0,0,8.0,0.0,Pune,Villa,10458.91,3
Wagholi,937.0,9800000.0,INR,0.0,1.0,0.0,"A spacious 2 bhk villa is available for sale in Gera Developments Planet Of Joy, Wagholi, Pune. It has an area of 937 sqft . The property is available at a price of Rs. 98.00 lac . The house is unfurnished. It has footpaths/pedestrian as well as meter room. The project also has street lighting, aggregate area of recreational open space, closed car parking, 24x7 water supply, senior citizen siteout, sewerage (chamber, lines, septic tank , stp) :, fire sprinklers and sewage treatment plant. It is an under-construction property and is expected to get completed by 31/12/2025. It is made in way to provide a comfortable living. It is well connected to the city areas. Please contact for more details. ",1.0,Unknown,0.0,0,1,0,0,1,1,0,0,0,0,0,8.0,0.0,Pune,Villa,10458.91,3
Wagholi,937.0,9800000.0,INR,0.0,1.0,0.0,"A 2 bhk property is available for sale in Gera Developments Planet Of Joy, Wagholi, Pune. It has open parking. Other amenities include fire sprinklers, water conservation, rain water harvesting, children's play area, community buildings, footpaths/pedestrian, street lighting, lift(s), rain water harvesting and energy management. This residential complex is under-construction as of now. The expected completion date is 31/12/2025. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Kindly call us for details. ",1.0,Unknown,0.0,0,1,0,0,1,1,0,0,0,0,0,8.0,0.0,Pune,Villa,10458.91,3
Kothrud,3000.0,25000000.0,INR,Unknown,0.0,0.0,"Well designed 4 bhk villa is available at a prime location in Kothrud. It has a built-up area of 3000 sqft and is priced at Rs. 2.50 cr . It is a semi-furnished property. It has 1 tv, 1 refrigerator, 1 sofa and 1 sofa. It also has 1 washing machine, 1 microwave, 1 dining table, 1 gas connection, 1 ac and 1 bed. Its main door is facing east direction. It is a ready-to-move-in property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Kindly call us for details. ",1.0,East,0.0,0,0,0,0,0,0,0,0,0,0,0,9.2,0.0,Pune,Villa,8333.33,0
Undri,3075.0,27500000.0,INR,1.0,0.0,0.0,"It’s a 4 bhk villa situated in Undri. The house is furnished. Furnishings include 1 refrigerator, 1 sofa, 1 sofa, 1 washing machine, 1 microwave, 1 dining table, 1 gas connection and 1 bed. It is facing north direction. It is a 4 year old ready-to-move-in property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Please contact us for more details. ",1.0,North,1.0,3,0,1,0,1,1,1,1,1,0,0,8.3,0.0,Pune,Villa,8943.09,6
Nibm Annex Mohammadwadi,4200.0,33000000.0,INR,1.0,0.0,0.0,"A spacious 3 bhk villa is available for sale in Dorabjee Estates Paradise, NIBM Annex Mohammadwadi, Pune. It has an area of 4200 sqft . The property is available at a price of Rs. 3.30 cr . It is a furnished property. It is facing east direction. It is made in way to provide a comfortable living for the residents. It is well connected to the city areas. ",1.0,East,1.0,10,1,1,0,1,1,1,1,1,1,1,9.1,1.0,Pune,Villa,7857.14,9
Hinjewadi,3500.0,28000000.0,INR,Unknown,0.0,0.0,"A 4 bhk property is available for sale in Kolte Patil Developers Life Republic Sector R2 2nd Avenue, Hinjewadi, Pune. It is a semi-furnished property. It is east facing property. It is made in way to provide a comfortable living. If you are interested, please contact us for more details. ",1.0,East,0.0,2,0,1,0,1,1,1,1,1,0,0,8.0,0.0,Pune,Villa,8000.0,6
Maval,1900.0,21000000.0,INR,Unknown,1.0,0.0,"A spacious 2 bhk villa is available for sale in Puraniks Builders Sayama Phase 2, Maval, Pune. It has a built-up area of 1900 sqft and is priced at Rs. 2.10 cr . It is a ready-to-move-in property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. Please contact for more details. ",1.0,Unknown,1.0,0,1,1,1,1,1,1,1,0,1,0,5.3,1.0,Pune,Villa,11052.63,8
Hadapsar,4500.0,65000000.0,INR,Unknown,0.0,0.0,"It’s a 6 bhk villa situated in Hadapsar. It has a built-up area of 4500 sqft and is priced at Rs. 6.50 cr . It is a furnished property. Furnishings include 1 tv, 1 refrigerator, 1 sofa, 1 sofa, 1 washing machine, 1 microwave, 1 dining table, 1 gas connection, 1 ac and 1 bed. This residential property is ready-to-move-in. It is made in way to provide a comfortable living. It is well connected to the city areas. Contact us for more details. ",1.0,Unknown,1.0,0,1,1,0,1,1,1,1,1,0,0,9.4,0.0,Pune,Villa,14444.44,7
Nibm Annex Mohammadwadi,4250.0,70000000.0,INR,Unknown,0.0,0.0,"It’s a 5 bhk villa situated in Clover Realty Hills, NIBM Annex Mohammadwadi. It has an area of 4250 sqft with a carpet area of 3300 sqft . The property is available at a price of Rs. 7.00 cr . It is facing east direction. It is a 13 year old ready-to-move-in property. It is well connected to the city areas. Kindly call us for details. ",1.0,East,0.0,12,1,1,1,1,1,1,1,1,0,1,9.1,1.0,Pune,Villa,16470.59,9
Wagholi,2900.0,12000000.0,INR,Unknown,0.0,0.0,"It is a semi-furnished property. It is a 10 year old ready-to-move-in property. It is made in way to provide a comfortable living. The society is well connected by different modes of transportation. If you are interested, please contact us for more details. ",1.0,East,0.0,10,1,1,1,1,1,1,1,1,1,0,8.0,1.0,Pune,Villa,4137.93,9
Kondhwa,4000.0,40000000.0,INR,1.0,0.0,0.0,"It has a salable area of 4000 sqft and is available at a price of Rs. 10,000 per sqft. It is a semi-furnished property. It is facing east direction. It is made in way to provide a comfortable living. It is well connected to the city areas. ",1.0,East,0.0,0,0,0,0,1,0,0,0,1,0,0,8.8,0.0,Pune,Villa,10000.0,2
Kiwale,1400.0,9000000.0,INR,Unknown,1.0,0.0,"It’s a 4 bhk villa situated in Kiwale, Pune. It has an area of 1400 sqft with a carpet area of 1120 sqft . The property is available at a price of Rs. 90.00 lac . It is an unfurnished property. It is east facing property. This residential complex is under-construction as of now. . The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. If you are interested, please contact us for more details. ",1.0,East,0.0,0,0,1,0,1,0,0,0,0,0,0,9.1,0.0,Pune,Villa,6428.57,2
Hinjewadi,2250.0,21500000.0,INR,Unknown,0.0,0.0,"It’s a 3 bhk villa situated in Kolte Patil Developers Life Republic Sector R2 2nd Avenue, Hinjewadi. It is a semi-furnished property. It is facing east direction. This residential property is ready-to-move-in. It is made in way to provide a comfortable living for the residents. It is situated in the proximity of all the important facilities. Please contact us for more details. ",1.0,East,0.0,2,0,1,0,1,1,1,1,1,0,0,8.0,0.0,Pune,Villa,9555.56,6
Baner,2450.0,27600000.0,INR,Unknown,0.0,0.0,"This spacious 4 bhk villa is available for sale and is located in the heart of Baner. It has a salable area of 2450 sqft and is available at a price of Rs. 11,265 per sqft. It is a semi-furnished property. Its main door is facing east direction. It is a ready-to-move-in property. It is made in way to provide a comfortable living for the residents. It is situated in the proximity of all the important facilities. Please contact us for more details. ",1.0,East,0.0,0,0,1,0,1,1,0,0,1,0,0,9.1,0.0,Pune,Villa,11265.31,4
Khandala,3325.0,39500000.0,INR,0.0,1.0,0.0,"It’s a 3 bhk villa situated in Kalpataru Group Amoda Reserve, Khandala, Pune. It has a built-up area of 3325 sqft and is priced at Rs. 3.95 cr . It is an unfurnished property. It has club house as well as children's play area. The project also has swimming pool. Its main door is facing west direction. This residential complex is under-construction as of now. . The society is well connected by different modes of transportation. ",1.0,West,0.0,0,0,1,1,1,1,1,1,1,1,0,9.1,0.0,Pune,Villa,11879.7,8
Khandala,3250.0,39000000.0,INR,0.0,1.0,0.0,"This spacious 3 bhk villa is available for sale and is located in Kalpataru Group Amoda Reserve, one of the most prestigious projects of Khandala. It has a built-up area of 3250 sqft and is priced at Rs. 3.90 cr . It is an unfurnished property. It has club house. Other amenities include swimming pool and children's play area. Its main door is facing west direction. It is an under-construction property . The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Contact us for more details. ",1.0,West,0.0,0,0,1,1,1,1,1,1,1,1,0,9.1,0.0,Pune,Villa,12000.0,8
Maval,2800.0,22500000.0,INR,0.0,1.0,0.0,"It’s a 4 bhk villa situated in Kiran Realty La Sierra, Maval. It has a built-up area of 2800 sqft and is priced at Rs. 2.25 cr . The house is unfurnished. It has gymnasium as well as swimming pool. The project also has children's play area. This residential complex is under-construction as of now. The expected completion date is 31/12/2025. It is made in way to provide a comfortable living. Please contact us for more details. ",1.0,West,0.0,0,0,1,0,1,1,1,1,1,0,0,5.3,0.0,Pune,Villa,8035.71,6
Maval,2650.0,20500000.0,INR,0.0,1.0,0.0,"A spacious 4 bhk villa is available for sale in Kiran Realty La Sierra, Maval, Pune. The house is unfurnished. It has swimming pool as well as children's play area. The project also has gymnasium. It is west facing property. It is an under-construction property and is expected to get completed by 31/12/2025. The site is in close proximity to various civic utilities. Contact us for more details. ",1.0,West,0.0,0,0,1,0,1,1,1,1,1,0,0,5.3,0.0,Pune,Villa,7735.85,6
Maval,5000.0,47500000.0,INR,0.0,1.0,0.0,"It has an area of 5000 sqft . The property is available at a price of Rs. 4.75 cr . It has gymnasium. Other amenities include children's play area and swimming pool. Its main door is facing west direction. This residential complex is under-construction as of now. The expected completion date is 31/12/2025. It is made in way to provide a comfortable living for the residents. The society is well connected by different modes of transportation. If you are interested, please contact us for more details. ",1.0,West,0.0,0,0,1,0,1,1,1,1,1,0,0,5.3,0.0,Pune,Villa,9500.0,6
Maval,3450.0,30000000.0,INR,0.0,1.0,0.0,"A 3 bhk property is available for sale in Paradise Group Sai World Retreat, Maval, Pune. It has an area of 3450 sqft . The property is available at a price of Rs. 3.00 cr . It is an unfurnished property. It is an under-construction property and is expected to get completed by 01/06/2024. It is made in way to provide a comfortable living. If you are interested, please contact us for more details. ",1.0,West,0.0,0,0,1,1,1,1,1,1,1,1,0,5.3,0.0,Pune,Villa,8695.65,8
Maval,3350.0,29500000.0,INR,Unknown,1.0,0.0,It has a built-up area of 3350 sqft and is priced at Rs. 2.95 cr . The house is unfurnished. It is an under-construction property and is expected to get completed by 01/06/2024. It is made in way to provide a comfortable living for the residents. It is well connected to the city areas. ,1.0,West,0.0,0,0,1,1,1,1,1,1,1,1,0,5.3,0.0,Pune,Villa,8805.97,8
